external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Shirdi Sai Baba Temple,RELIGIOUS,,Mumbai,Maharashtra,India,18.971819,72.811333,"Shirdi Sai Baba Temple is a notable religious attraction in Mumbai, Maharashtra. Popular for nature, photography, trekking.","{""nature"",""photography"",""trekking""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Vithoba Temple Pandharpur,RELIGIOUS,,Amravati,Maharashtra,India,21.289778,77.700833,"Vithoba Temple Pandharpur is a notable religious attraction in Amravati, Maharashtra. Popular for heritage, photography, relaxation.","{""heritage"",""photography"",""relaxation""}",,4.6,MEDIUM,9.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Khandoba Jejuri,HISTORICAL,,Sindhudurg,Maharashtra,India,15.99776,73.47921,"Khandoba Jejuri is a notable historical attraction in Sindhudurg, Maharashtra. Popular for water-sports, nature, family-friendly.","{""water-sports"",""nature"",""family-friendly""}",,3.9,HIGH,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Siddheshwar Temple Solapur,RELIGIOUS,,Sindhudurg,Maharashtra,India,15.919092,73.749241,"Siddheshwar Temple Solapur is a notable religious attraction in Sindhudurg, Maharashtra. Popular for wildlife, spiritual, trekking.","{""wildlife"",""spiritual"",""trekking""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Tuljapur Tulja Bhavani,HISTORICAL,,Solapur,Maharashtra,India,17.649113,76.097743,"Tuljapur Tulja Bhavani is a notable historical attraction in Solapur, Maharashtra. Popular for spiritual, photography, nature.","{""spiritual"",""photography"",""nature""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Alibaug Beach,BEACH,,Nagpur,Maharashtra,India,21.136762,79.008882,"Alibaug Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for photography, heritage, wildlife.","{""photography"",""heritage"",""wildlife""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Murud Beach,BEACH,,Nagpur,Maharashtra,India,21.126603,79.020597,"Murud Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for trekking, wildlife, heritage.","{""trekking"",""wildlife"",""heritage""}",,4,MEDIUM,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Dapoli beaches,BEACH,,Nashik,Maharashtra,India,19.985377,73.931614,"Dapoli beaches is a notable beach attraction in Nashik, Maharashtra. Popular for relaxation, adventure, nature.","{""relaxation"",""adventure"",""nature""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Shrivardhan Beach,BEACH,,Mumbai,Maharashtra,India,19.08125,72.770692,"Shrivardhan Beach is a notable beach attraction in Mumbai, Maharashtra. Popular for nature, photography, family-friendly.","{""nature"",""photography"",""family-friendly""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Harihareshwar,HISTORICAL,,Amravati,Maharashtra,India,21.091482,77.764004,"Harihareshwar is a notable historical attraction in Amravati, Maharashtra. Popular for heritage, nature, family-friendly.","{""heritage"",""nature"",""family-friendly""}",,4,HIGH,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Konkan beaches,BEACH,,Nagpur,Maharashtra,India,21.141799,79.056895,"Konkan beaches is a notable beach attraction in Nagpur, Maharashtra. Popular for spiritual, trekking, wildlife.","{""spiritual"",""trekking"",""wildlife""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Tadoba Andhari Tiger Reserve,WILDLIFE,,Solapur,Maharashtra,India,17.709674,75.973972,"Tadoba Andhari Tiger Reserve is a notable wildlife attraction in Solapur, Maharashtra. Popular for trekking, nature, adventure.","{""trekking"",""nature"",""adventure""}",,4,HIGH,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bhimashankar Wildlife Sanctuary,WILDLIFE,,Raigad,Maharashtra,India,18.633687,73.243839,"Bhimashankar Wildlife Sanctuary is a notable wildlife attraction in Raigad, Maharashtra. Popular for heritage, trekking, adventure.","{""heritage"",""trekking"",""adventure""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Sanjay Gandhi NP (already),HISTORICAL,,Aurangabad,Maharashtra,India,19.801356,75.261058,"Sanjay Gandhi NP (already) is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, trekking, spiritual.","{""heritage"",""trekking"",""spiritual""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Pench National Park (MH),WILDLIFE,,Raigad,Maharashtra,India,18.815502,73.271536,"Pench National Park (MH) is a notable wildlife attraction in Raigad, Maharashtra. Popular for family-friendly, trekking, water-sports.","{""family-friendly"",""trekking"",""water-sports""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kolaba Fort Alibaug,BEACH,,Mumbai,Maharashtra,India,19.038767,72.942821,"Kolaba Fort Alibaug is a notable beach attraction in Mumbai, Maharashtra. Popular for heritage, nature, photography.","{""heritage"",""nature"",""photography""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bhimashankar (already),HISTORICAL,,Mumbai,Maharashtra,India,19.086937,72.913023,"Bhimashankar (already) is a notable historical attraction in Mumbai, Maharashtra. Popular for photography, spiritual, relaxation.","{""photography"",""spiritual"",""relaxation""}",,3.8,HIGH,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panchgani Table Land,HILL STATION,,Amravati,Maharashtra,India,21.185956,77.76652,"Panchgani Table Land is a notable hill station attraction in Amravati, Maharashtra. Popular for spiritual, wildlife, nature.","{""spiritual"",""wildlife"",""nature""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kaas Plateau,HISTORICAL,,Nagpur,Maharashtra,India,21.241128,79.194778,"Kaas Plateau is a notable historical attraction in Nagpur, Maharashtra. Popular for photography, adventure, wildlife.","{""photography"",""adventure"",""wildlife""}",,4,MEDIUM,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Lonar Crater Lake,NATURE,,Amravati,Maharashtra,India,20.91568,77.900333,"Lonar Crater Lake is a notable nature attraction in Amravati, Maharashtra. Popular for family-friendly, relaxation, adventure.","{""family-friendly"",""relaxation"",""adventure""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhigwan Bird Sanctuary,WILDLIFE,,Raigad,Maharashtra,India,18.723147,73.132727,"Bhigwan Bird Sanctuary is a notable wildlife attraction in Raigad, Maharashtra. Popular for adventure, nature, wildlife.","{""adventure"",""nature"",""wildlife""}",,3.9,MEDIUM,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panchgani Tableland (duplicate),HILL STATION,,Kolhapur,Maharashtra,India,16.876821,74.27514,"Panchgani Tableland (duplicate) is a notable hill station attraction in Kolhapur, Maharashtra. Popular for relaxation, water-sports, heritage.","{""relaxation"",""water-sports"",""heritage""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Phaltan (heritage),HISTORICAL,,Mumbai,Maharashtra,India,19.068176,72.803938,"Phaltan (heritage) is a notable historical attraction in Mumbai, Maharashtra. Popular for heritage, trekking, spiritual.","{""heritage"",""trekking"",""spiritual""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Shani Shingnapur Temple,RELIGIOUS,,Raigad,Maharashtra,India,18.628007,73.078012,"Shani Shingnapur Temple is a notable religious attraction in Raigad, Maharashtra. Popular for nature, spiritual, heritage.","{""nature"",""spiritual"",""heritage""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ashtavinayak circuit sites,HISTORICAL,,Pune,Maharashtra,India,18.584454,73.856945,"Ashtavinayak circuit sites is a notable historical attraction in Pune, Maharashtra. Popular for heritage, relaxation, water-sports.","{""heritage"",""relaxation"",""water-sports""}",,3.9,LOW,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Khandala Viewpoint,HISTORICAL,,Kolhapur,Maharashtra,India,16.861879,74.214405,"Khandala Viewpoint is a notable historical attraction in Kolhapur, Maharashtra. Popular for photography, nature, relaxation.","{""photography"",""nature"",""relaxation""}",,3.9,MEDIUM,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Vengurla (already),HISTORICAL,,Raigad,Maharashtra,India,18.406671,73.204921,"Vengurla (already) is a notable historical attraction in Raigad, Maharashtra. Popular for photography, trekking, relaxation.","{""photography"",""trekking"",""relaxation""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Wai (near Mahabaleshwar),HILL STATION,,Kolhapur,Maharashtra,India,16.629677,74.378942,"Wai (near Mahabaleshwar) is a notable hill station attraction in Kolhapur, Maharashtra. Popular for photography, nature, heritage.","{""photography"",""nature"",""heritage""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara (already),HISTORICAL,,Sindhudurg,Maharashtra,India,16.116851,73.518475,"Bibi Ka Maqbara (already) is a notable historical attraction in Sindhudurg, Maharashtra. Popular for adventure, family-friendly, spiritual.","{""adventure"",""family-friendly"",""spiritual""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ellora (already),HISTORICAL,,Satara,Maharashtra,India,17.541567,74.037057,"Ellora (already) is a notable historical attraction in Satara, Maharashtra. Popular for heritage, adventure, relaxation.","{""heritage"",""adventure"",""relaxation""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ajanta (already),HISTORICAL,,Mumbai,Maharashtra,India,18.94173,72.936873,"Ajanta (already) is a notable historical attraction in Mumbai, Maharashtra. Popular for trekking, nature, family-friendly.","{""trekking"",""nature"",""family-friendly""}",,4.6,MEDIUM,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Gateway of India - Site 1,HISTORICAL,,Mumbai,Maharashtra,India,19.100646,72.901703,"Gateway of India is a notable historical attraction in Mumbai, Maharashtra. Popular for nature, relaxation, family-friendly.","{""nature"",""relaxation"",""family-friendly""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Deekshabhoomi - Site 2,HISTORICAL,,Nagpur,Maharashtra,India,21.108788,78.991901,"Deekshabhoomi is a notable historical attraction in Nagpur, Maharashtra. Popular for family-friendly, heritage, wildlife.","{""family-friendly"",""heritage"",""wildlife""}",,3.8,HIGH,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kalaram Temple - Site 3,RELIGIOUS,,Nashik,Maharashtra,India,19.925367,73.724226,"Kalaram Temple is a notable religious attraction in Nashik, Maharashtra. Popular for wildlife, trekking, nature.","{""wildlife"",""trekking"",""nature""}",,3.9,HIGH,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara - Site 4,HISTORICAL,,Aurangabad,Maharashtra,India,19.809901,75.354568,"Bibi Ka Maqbara is a notable historical attraction in Aurangabad, Maharashtra. Popular for photography, spiritual, nature.","{""photography"",""spiritual"",""nature""}",,4,LOW,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Saptashrungi Devi Temple (nearby) - Site 5,RELIGIOUS,,Nashik,Maharashtra,India,20.094355,73.830847,"Saptashrungi Devi Temple (nearby) is a notable religious attraction in Nashik, Maharashtra. Popular for spiritual, wildlife, adventure.","{""spiritual"",""wildlife"",""adventure""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Haji Ali Dargah - Site 6,RELIGIOUS,,Mumbai,Maharashtra,India,19.255184,72.803587,"Haji Ali Dargah is a notable religious attraction in Mumbai, Maharashtra. Popular for wildlife, adventure, water-sports.","{""wildlife"",""adventure"",""water-sports""}",,3.8,HIGH,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Dajipur Wildlife Sanctuary - Site 7,WILDLIFE,,Kolhapur,Maharashtra,India,16.708583,74.189223,"Dajipur Wildlife Sanctuary is a notable wildlife attraction in Kolhapur, Maharashtra. Popular for relaxation, adventure, spiritual.","{""relaxation"",""adventure"",""spiritual""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vengurla Beach - Site 8,BEACH,,Sindhudurg,Maharashtra,India,16.206111,73.332891,"Vengurla Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for photography, water-sports, family-friendly.","{""photography"",""water-sports"",""family-friendly""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Tarkarli Beach - Site 9,BEACH,,Sindhudurg,Maharashtra,India,15.86653,73.331734,"Tarkarli Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for relaxation, trekking, adventure.","{""relaxation"",""trekking"",""adventure""}",,4,HIGH,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Tuljapur Tulja Bhavani - Site 10,HISTORICAL,,Solapur,Maharashtra,India,17.634361,75.921143,"Tuljapur Tulja Bhavani is a notable historical attraction in Solapur, Maharashtra. Popular for adventure, trekking, spiritual.","{""adventure"",""trekking"",""spiritual""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Murud Beach - Site 11,BEACH,,Nagpur,Maharashtra,India,21.089657,79.057029,"Murud Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for spiritual, relaxation, adventure.","{""spiritual"",""relaxation"",""adventure""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Terekhol Fort - Site 12,FORT,,Sindhudurg,Maharashtra,India,16.01611,73.667814,"Terekhol Fort is a notable fort attraction in Sindhudurg, Maharashtra. Popular for family-friendly, spiritual, photography.","{""family-friendly"",""spiritual"",""photography""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Matheran - Site 13,HISTORICAL,,Raigad,Maharashtra,India,18.675999,73.304552,"Matheran is a notable historical attraction in Raigad, Maharashtra. Popular for trekking, spiritual, water-sports.","{""trekking"",""spiritual"",""water-sports""}",,3.8,LOW,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ashtavinayak circuit sites - Site 14,HISTORICAL,,Pune,Maharashtra,India,18.661335,73.956362,"Ashtavinayak circuit sites is a notable historical attraction in Pune, Maharashtra. Popular for spiritual, water-sports, relaxation.","{""spiritual"",""water-sports"",""relaxation""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panchgani Table Land - Site 15,HILL STATION,,Amravati,Maharashtra,India,21.332703,78.013722,"Panchgani Table Land is a notable hill station attraction in Amravati, Maharashtra. Popular for heritage, family-friendly, photography.","{""heritage"",""family-friendly"",""photography""}",,4.1,HIGH,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kalsubai Peak - Site 16,HISTORICAL,,Satara,Maharashtra,India,17.868258,73.944637,"Kalsubai Peak is a notable historical attraction in Satara, Maharashtra. Popular for family-friendly, nature, relaxation.","{""family-friendly"",""nature"",""relaxation""}",,3.9,HIGH,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Anjaneri - Site 17,HISTORICAL,,Nashik,Maharashtra,India,19.979245,73.947479,"Anjaneri is a notable historical attraction in Nashik, Maharashtra. Popular for family-friendly, nature, spiritual.","{""family-friendly"",""nature"",""spiritual""}",,3.9,MEDIUM,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Banganga Tank - Site 18,HISTORICAL,,Mumbai,Maharashtra,India,19.034659,72.809156,"Banganga Tank is a notable historical attraction in Mumbai, Maharashtra. Popular for family-friendly, spiritual, nature.","{""family-friendly"",""spiritual"",""nature""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Siddhivinayak Temple - Site 19,RELIGIOUS,,Mumbai,Maharashtra,India,19.290691,72.930106,"Siddhivinayak Temple is a notable religious attraction in Mumbai, Maharashtra. Popular for spiritual, water-sports, adventure.","{""spiritual"",""water-sports"",""adventure""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ramkund - Site 20,HISTORICAL,,Nashik,Maharashtra,India,20.028559,73.716657,"Ramkund is a notable historical attraction in Nashik, Maharashtra. Popular for adventure, trekking, family-friendly.","{""adventure"",""trekking"",""family-friendly""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Sanjay Gandhi National Park (already) - Site 21,WILDLIFE,,Aurangabad,Maharashtra,India,19.842374,75.162638,"Sanjay Gandhi National Park (already) is a notable wildlife attraction in Aurangabad, Maharashtra. Popular for family-friendly, water-sports, nature.","{""family-friendly"",""water-sports"",""nature""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bhigwan Bird Sanctuary - Site 22,WILDLIFE,,Raigad,Maharashtra,India,18.636433,72.854744,"Bhigwan Bird Sanctuary is a notable wildlife attraction in Raigad, Maharashtra. Popular for photography, trekking, heritage.","{""photography"",""trekking"",""heritage""}",,4,MEDIUM,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Alibaug Beach - Site 23,BEACH,,Nagpur,Maharashtra,India,21.133608,79.069109,"Alibaug Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for relaxation, family-friendly, water-sports.","{""relaxation"",""family-friendly"",""water-sports""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Lonavala - Site 24,HILL STATION,,Satara,Maharashtra,India,17.686673,74.107632,"Lonavala is a notable hill station attraction in Satara, Maharashtra. Popular for heritage, relaxation, spiritual.","{""heritage"",""relaxation"",""spiritual""}",,4.5,MEDIUM,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Lonavala - Site 25,HILL STATION,,Satara,Maharashtra,India,17.759415,74.236182,"Lonavala is a notable hill station attraction in Satara, Maharashtra. Popular for water-sports, nature, trekking.","{""water-sports"",""nature"",""trekking""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Hanging Gardens - Site 26,NATURE,,Mumbai,Maharashtra,India,19.18914,72.827289,"Hanging Gardens is a notable nature attraction in Mumbai, Maharashtra. Popular for family-friendly, wildlife, water-sports.","{""family-friendly"",""wildlife"",""water-sports""}",,4.1,HIGH,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Harihar Fort - Site 27,FORT,,Nashik,Maharashtra,India,19.917992,73.854052,"Harihar Fort is a notable fort attraction in Nashik, Maharashtra. Popular for family-friendly, adventure, heritage.","{""family-friendly"",""adventure"",""heritage""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Harihareshwar - Site 28,HISTORICAL,,Amravati,Maharashtra,India,21.343221,77.694634,"Harihareshwar is a notable historical attraction in Amravati, Maharashtra. Popular for wildlife, spiritual, family-friendly.","{""wildlife"",""spiritual"",""family-friendly""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ramtek Temple - Site 29,RELIGIOUS,,Nagpur,Maharashtra,India,21.20138,78.968027,"Ramtek Temple is a notable religious attraction in Nagpur, Maharashtra. Popular for relaxation, adventure, photography.","{""relaxation"",""adventure"",""photography""}",,3.9,LOW,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Khandala - Site 30,HISTORICAL,,Pune,Maharashtra,India,18.46482,73.937156,"Khandala is a notable historical attraction in Pune, Maharashtra. Popular for photography, heritage, family-friendly.","{""photography"",""heritage"",""family-friendly""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Gateway of India - Site 31,HISTORICAL,,Mumbai,Maharashtra,India,18.964606,72.816981,"Gateway of India is a notable historical attraction in Mumbai, Maharashtra. Popular for nature, family-friendly, trekking.","{""nature"",""family-friendly"",""trekking""}",,4.3,MEDIUM,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ajanta (already) - Site 32,HISTORICAL,,Mumbai,Maharashtra,India,19.276877,72.794163,"Ajanta (already) is a notable historical attraction in Mumbai, Maharashtra. Popular for trekking, family-friendly, photography.","{""trekking"",""family-friendly"",""photography""}",,4.7,MEDIUM,9.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vengurla Beach - Site 33,BEACH,,Sindhudurg,Maharashtra,India,16.245864,73.515624,"Vengurla Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for family-friendly, spiritual, wildlife.","{""family-friendly"",""spiritual"",""wildlife""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sitabuldi Fort - Site 34,FORT,,Nagpur,Maharashtra,India,21.152994,78.998463,"Sitabuldi Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for adventure, heritage, relaxation.","{""adventure"",""heritage"",""relaxation""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Hanging Gardens - Site 35,NATURE,,Mumbai,Maharashtra,India,19.005077,72.832946,"Hanging Gardens is a notable nature attraction in Mumbai, Maharashtra. Popular for adventure, photography, heritage.","{""adventure"",""photography"",""heritage""}",,4.5,MEDIUM,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Thiba Palace - Site 36,HISTORICAL,,Ratnagiri,Maharashtra,India,17.112187,73.402106,"Thiba Palace is a notable historical attraction in Ratnagiri, Maharashtra. Popular for water-sports, nature, relaxation.","{""water-sports"",""nature"",""relaxation""}",,3.9,HIGH,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Murud Beach - Site 37,BEACH,,Nagpur,Maharashtra,India,21.134864,79.15377,"Murud Beach is a notable beach attraction in Nagpur, Maharashtra. Popular for wildlife, nature, photography.","{""wildlife"",""nature"",""photography""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ashtavinayak circuit sites - Site 38,HISTORICAL,,Pune,Maharashtra,India,18.472863,73.974887,"Ashtavinayak circuit sites is a notable historical attraction in Pune, Maharashtra. Popular for heritage, nature, water-sports.","{""heritage"",""nature"",""water-sports""}",,3.7,HIGH,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Dapoli beaches - Site 39,BEACH,,Nashik,Maharashtra,India,19.81032,73.720341,"Dapoli beaches is a notable beach attraction in Nashik, Maharashtra. Popular for water-sports, adventure, family-friendly.","{""water-sports"",""adventure"",""family-friendly""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Radhanagari Wildlife Sanctuary - Site 40,WILDLIFE,,Kolhapur,Maharashtra,India,16.810103,74.318629,"Radhanagari Wildlife Sanctuary is a notable wildlife attraction in Kolhapur, Maharashtra. Popular for trekking, water-sports, family-friendly.","{""trekking"",""water-sports"",""family-friendly""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhimashankar (nearby) - Site 41,HISTORICAL,,Pune,Maharashtra,India,18.612952,73.925652,"Bhimashankar (nearby) is a notable historical attraction in Pune, Maharashtra. Popular for water-sports, heritage, wildlife.","{""water-sports"",""heritage"",""wildlife""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
